ogr_appellation;rome_code;libelle_appellation_long;libelle_appellation_court
19558;M1603;Superviseur / Superviseuse de distributeurs d'imprimés;Superviseur / Superviseuse de distributeurs d'imprimés
20499;M1603;Vaguemestre;Vaguemestre
11227;M1604;Assistant / Assistante de direction;Assistant / Assistante de direction
11228;M1604;Assistant / Assistante de direction bilingue;Assistant / Assistante de direction bilingue
11229;M1604;Assistant / Assistante de direction trilingue;Assistant / Assistante de direction trilingue
38398;M1604;Assistant / Assistante de manager;Assistant / Assistante de manager
11395;M1604;Attaché / Attachée de direction;Attaché / Attachée de direction
38862;M1604;Office manager;Office manager
19374;M1604;Secrétaire de direction;Secrétaire de direction
19375;M1604;Secrétaire de direction bilingue;Secrétaire de direction bilingue
19376;M1604;Secrétaire de direction trilingue;Secrétaire de direction trilingue
11204;M1605;Assistant / Assistante chef de projet;Assistant / Assistante chef de projet
11230;M1605;Assistant / Assistante de gestion administrative;Assistant / Assistante de gestion administrative
11232;M1605;Assistant / Assistante de gestion d'entreprise;Assistant / Assistante de gestion d'entreprise
11274;M1605;Assistant / Assistante d'ingénieur / d'ingénieure;Assistant / Assistante d'ingénieur / d'ingénieure
38140;M1605;Assistant / Assistante qualité services;Assistant / Assistante qualité services
11351;M1605;Assistant / Assistante technique ingénierie;Assistant / Assistante technique ingénierie
11185;M1605;Assistant administratif / Assistante administrative de projet;Assistant administratif/Assistante administrative de projet
200026;M1605;Assistant/ Assistante de l'environnement de travail;Assistant/ Assistante de l'environnement de travail
38399;M1605;Chargé / Chargée de voyages en entreprise;Chargé / Chargée de voyages en entreprise
19373;M1605;Secrétaire d'affaires;Secrétaire d'affaires
30556;M1605;Secrétaire du bâtiment;Secrétaire du bâtiment
19401;M1605;Secrétaire technique;Secrétaire technique
19402;M1605;Secrétaire technique bureau d'études;Secrétaire technique bureau d'études
19403;M1605;Secrétaire technique de la construction;Secrétaire technique de la construction
19774;M1605;Technicien / Technicienne de gestion administrative;Technicien / Technicienne de gestion administrative
11406;M1606;Audiotypiste;Audiotypiste
13883;M1606;Dactylocodeur / Dactylocodeuse;Dactylocodeur / Dactylocodeuse
13884;M1606;Dactylographe de séances;Dactylographe de séances
16731;M1606;Moniteur / Monitrice de saisie;Moniteur / Monitrice de saisie
38482;M1606;Opérateur / Opératrice de numérisation de documents;Opérateur / Opératrice de numérisation de documents
17160;M1606;Opérateur / Opératrice de saisie;Opérateur / Opératrice de saisie
17167;M1606;Opérateur / Opératrice de traitement de texte;Opérateur / Opératrice de traitement de texte
18251;M1606;Pupitreur moniteur dactylocodeur / Pupitreuse monitrice dactylocodeuse;Pupitreur(se) moniteur(trice) dactylocodeur(se)
19171;M1606;Responsable saisie;Responsable saisie
19525;M1606;Sténotypiste;Sténotypiste
19526;M1606;Sténotypiste de conférences;Sténotypiste de conférences
20305;M1606;Télétypiste;Télétypiste
11183;M1607;Assistant administratif / Assistante administrative;Assistant administratif / Assistante administrative
19364;M1607;Secrétaire;Secrétaire
19365;M1607;Secrétaire administratif / administrative;Secrétaire administratif / administrative
19366;M1607;Secrétaire administratif / administrative de collectivité territoriale;Secrétaire administratif(ve) de collectivité territoriale
19367;M1607;Secrétaire bilingue;Secrétaire bilingue
19368;M1607;Secrétaire bureautique;Secrétaire bureautique
19371;M1607;Secrétaire d'administration ou d'intendance universitaire;Secrétaire d'administration ou d'intendance universitaire
19372;M1607;Secrétaire d'administration scolaire et universitaire -SASU-;Secrétaire d'administration scolaire et universitaire -SASU-
19395;M1607;Secrétaire généraliste;Secrétaire généraliste
19396;M1607;Secrétaire juridique;Secrétaire juridique
19400;M1607;Secrétaire polyvalent / polyvalente;Secrétaire polyvalent / polyvalente
19404;M1607;Secrétaire trilingue;Secrétaire trilingue
20304;M1607;Télésecrétaire;Télésecrétaire
19370;M1608;Secrétaire comptable;Secrétaire comptable
19385;M1608;Secrétaire facturier / facturière;Secrétaire facturier / facturière
38904;M1609;Assistant médico-administratif / Assistante médico-administrative;Assistant(e) médico-administratif(ve)
19397;M1609;Secrétaire médical / médicale;Secrétaire médical / médicale
19398;M1609;Secrétaire médical / médicale vétérinaire;Secrétaire médical / médicale vétérinaire
19399;M1609;Secrétaire médicosocial / médicosociale;Secrétaire médicosocial / médicosociale
38903;M1609;Technicien / Technicienne de l'information médicale - TIM;Technicien / Technicienne de l'information médicale - TIM
19648;M1609;Technicien administratif et social / Technicienne administrative et sociale;Technicien(ne) administratif(ve) et social(e)
140904;M1609;Télésecrétaire médical / médicale;Télésecrétaire médical / médicale
10278;M1701;Adjoint / Adjointe au responsable de l'administration des ventes;Adjoint(e) au responsable de l'administration des ventes
11624;M1701;Cadre administratif / administrative ventes;Cadre administratif / administrative ventes
140905;M1701;Gestionnaire de contrats de vente - Contract manager;Gestionnaire de contrats de vente - Contract manager
18571;M1701;Responsable administratif / administrative des ventes;Responsable administratif / administrative des ventes
18717;M1701;Responsable de gestion administrative des ventes;Responsable de gestion administrative des ventes
18734;M1701;Responsable de la gestion des commandes;Responsable de la gestion des commandes
18766;M1701;Responsable de l'administration des ventes;Responsable de l'administration des ventes
18769;M1701;Responsable de l'exploitation des ventes;Responsable de l'exploitation des ventes
14432;M1702;Directeur / Directrice du planning stratégique;Directeur / Directrice du planning stratégique
14476;M1702;Directeur / Directrice stratégique;Directeur / Directrice stratégique
24849;M1702;Junior planner;Junior planner
17814;M1702;Planneur / Planneuse junior;Planneur / Planneuse junior
17815;M1702;Planneur / Planneuse senior;Planneur / Planneuse senior
17816;M1702;Planneur / Planneuse stratégique;Planneur / Planneuse stratégique
18670;M1702;Responsable de bureau de style et tendances;Responsable de bureau de style et tendances
18671;M1702;Responsable de bureau de tendance;Responsable de bureau de tendance
24854;M1702;Senior planner;Senior planner
20307;M1702;Tendanceur / Tendanceuse;Tendanceur / Tendanceuse
11201;M1703;Assistant / Assistante chef de marché;Assistant / Assistante chef de marché
11202;M1703;Assistant / Assistante chef de produit;Assistant / Assistante chef de produit
12172;M1703;Chef de groupe produits;Chef de groupe produits
12192;M1703;Chef de marché;Chef de marché
12193;M1703;Chef de marque;Chef de marque
12218;M1703;Chef de produit;Chef de produit
12219;M1703;Chef de produit à l'international;Chef de produit à l'international
126560;M1703;Chef de produit digital;Chef de produit digital
12226;M1703;Chef de produit Internet;Chef de produit Internet
38791;M1703;Chef de produit multimédia;Chef de produit multimédia
38790;M1703;Chef de produit web;Chef de produit web
126559;M1703;Chef de produit web mobile;Chef de produit web mobile
15865;M1703;Ingénieur / Ingénieure produit;Ingénieur / Ingénieure produit
200147;M1703;Product manager;Product manager
18716;M1703;Responsable de gamme produits;Responsable de gamme produits
18817;M1703;Responsable de produit;Responsable de produit
10298;M1704;Adjoint / Adjointe service clients;Adjoint / Adjointe service clients
11772;M1704;Chargé / Chargée de clientèle e-commerce;Chargé / Chargée de clientèle e-commerce
38792;M1704;Chargé / Chargée de clientèle en ligne;Chargé / Chargée de clientèle en ligne
12535;M1704;Chef du service clients;Chef du service clients
13877;M1704;Customer Relationship Manager (CRM);Customer Relationship Manager (CRM)
14195;M1704;Directeur / Directrice clientèle;Directeur / Directrice clientèle
18573;M1704;Responsable administratif / administrative du service clients;Responsable administratif/administrative du service clients
18729;M1704;Responsable de la gestion clientèle;Responsable de la gestion clientèle
18753;M1704;Responsable de la relation clientèle;Responsable de la relation clientèle
126562;M1704;Responsable e-CRM electronic Customer Relationship Management;Responsable e-CRM
19077;M1704;Responsable fidélisation clientèle;Responsable fidélisation clientèle
19154;M1704;Responsable pôle clients;Responsable pôle clients
19183;M1704;Responsable service clients;Responsable service clients
39005;M1704;Responsable service clients online;Responsable service clients online
19185;M1704;Responsable service consommateurs;Responsable service consommateurs
19192;M1704;Responsable service relation clientèle;Responsable service relation clientèle
10273;M1705;Adjoint / Adjointe au directeur / à la directrice marketing;Adjoint / Adjointe au directeur / à la directrice marketing
10274;M1705;Adjoint / Adjointe au directeur / à la directrice mercatique;Adjoint / Adjointe au directeur / à la directrice mercatique
11191;M1705;Assistant / Assistante au directeur / à la directrice marketing;Assistant(e) au directeur / à la directrice marketing
11192;M1705;Assistant / Assistante au directeur / à la directrice mercatique;Assistant(e) au directeur / à la directrice mercatique
11303;M1705;Assistant / Assistante marketing;Assistant / Assistante marketing
39007;M1705;Chargé / Chargée d'acquisition online;Chargé / Chargée d'acquisition online
11759;M1705;Chargé / Chargée d'affaires marketing;Chargé / Chargée d'affaires marketing
38907;M1705;Chargé / Chargée d'affiliation et de partenariats e-commerce;Chargé / Chargée d'affiliation et de partenariats e-commerce
38908;M1705;Chargé / Chargée d'affiliation et de partenariats web;Chargé / Chargée d'affiliation et de partenariats web
